"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 01 10:05:25 BRT 2024","Mon Jul 01 10:05:40 BRT 2024","15628","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test05_csvReports","test05_csvReports()",""
"passed","Mon Jul 01 10:04:58 BRT 2024","Mon Jul 01 10:05:24 BRT 2024","25425","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test04_printReports","test04_printReports()",""
"passed","Mon Jul 01 10:05:41 BRT 2024","Mon Jul 01 10:05:58 BRT 2024","16939","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test06_excelReports","test06_excelReports()",""
"passed","Mon Jul 01 10:04:22 BRT 2024","Mon Jul 01 10:04:58 BRT 2024","35615","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test03_addIssue","test03_addIssue()",""
"passed","Mon Jul 01 10:06:05 BRT 2024","Mon Jul 01 10:06:19 BRT 2024","14333","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test08_changeLog","test08_changeLog()",""
"passed","Mon Jul 01 10:05:59 BRT 2024","Mon Jul 01 10:06:04 BRT 2024","4649","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test07_invalidLogin","test07_invalidLogin()",""
"passed","Mon Jul 01 10:03:56 BRT 2024","Mon Jul 01 10:04:21 BRT 2024","24887","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test02_logOut","test02_logOut()",""
"passed","Mon Jul 01 10:03:40 BRT 2024","Mon Jul 01 10:03:55 BRT 2024","14780","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test01_loginSucess","test01_loginSucess()",""
"passed","Mon Jul 01 10:06:20 BRT 2024","Mon Jul 01 10:06:34 BRT 2024","13931","","tests.MantisAutomationTest","","tests.MantisAutomationTest","test09_roadmap","test09_roadmap()",""
